id,group_id,reviewer,source,basis,num_observations,reference_id,p58_fragility,nistir_id,comp_type,sub_type,detailing,material,size_class,comp_description,edp_metric,edp_unit,ds_rank,ds_description,median,beta,probability
D1014.011-2,D1014.011,NIST,FEMA P-58,'',,FEM-2018-SEI,D1014.011,D1014,Traction Elevator,'','','','',"Traction Elevator – Applies to most California Installations 1976 or later, most western states installations 1982 or later and most other U.S installations 1998 or later. - Costing per elevator. Elevator demand parameter shall be defined as the peak floor acceleration at the first floor. The elevator fragility for a multiple story building should only be entered once on the first floor.","Peak Floor Acceleration, horizontal",g,2,"Rail distortion, and or intermediate bracket separate and spread, and or counterweight bracket break or bend, and or car bracket break or bend, and or car guide shoes damaged, and or counterweight guide shoes damaged, and or counterweight frame distortion, and or tail sheave dislodged and/or twisted",0.39,0.45,0.79
D1014.011-3,D1014.011,NIST,FEMA P-58,'',,FEM-2018-SEI,D1014.011,D1014,Traction Elevator,'','','','',"Traction Elevator – Applies to most California Installations 1976 or later, most western states installations 1982 or later and most other U.S installations 1998 or later. - Costing per elevator. Elevator demand parameter shall be defined as the peak floor acceleration at the first floor. The elevator fragility for a multiple story building should only be entered once on the first floor.","Peak Floor Acceleration, horizontal",g,3,"Cab stabilizers bent, or cab walls damaged, or cab doors damaged.",0.39,0.45,0.68
D1014.011-4,D1014.011,NIST,FEMA P-58,'',,FEM-2018-SEI,D1014.011,D1014,Traction Elevator,'','','','',"Traction Elevator – Applies to most California Installations 1976 or later, most western states installations 1982 or later and most other U.S installations 1998 or later. - Costing per elevator. Elevator demand parameter shall be defined as the peak floor acceleration at the first floor. The elevator fragility for a multiple story building should only be entered once on the first floor.","Peak Floor Acceleration, horizontal",g,4,Cab ceiling damaged.,0.39,0.45,0.17
D1014.012-1,D1014.012,NIST,FEMA P-58,'',,FEM-2018-SEI,D1014.012,D1014,Traction Elevator,'','','','',"Traction Elevator – Applies to most California Installations prior to 1976, most western states installations prior to 1982 and most other U.S installations prior to 1998. - Costing per elevator. Elevator demand parameter shall be defined as the peak floor acceleration at the first floor. The elevator fragility for a multiple story building should only be entered once on the first floor.","Peak Floor Acceleration, horizontal",g,1,"Controller anchorage failed, and or machine anchorage failed, and or motor generator anchorage failed, and or governor anchorage failed, and or rope guard failures.",0.31,0.45,0.26
D1014.012-2,D1014.012,NIST,FEMA P-58,'',,FEM-2018-SEI,D1014.012,D1014,Traction Elevator,'','','','',"Traction Elevator – Applies to most California Installations prior to 1976, most western states installations prior to 1982 and most other U.S installations prior to 1998. - Costing per elevator. Elevator demand parameter shall be defined as the peak floor acceleration at the first floor. The elevator fragility for a multiple story building should only be entered once on the first floor.","Peak Floor Acceleration, horizontal",g,2,"Rail distortion, and or intermediate bracket separate and spread, and or counterweight bracket break or bend, and or car bracket break or bend, and or car guide shoes damaged, and or counterweight guide shoes damaged, and or counterweight frame distortion, and or tail sheave dislodged and/or twisted",0.31,0.45,0.79
D1014.012-3,D1014.012,NIST,FEMA P-58,'',,FEM-2018-SEI,D1014.012,D1014,Traction Elevator,'','','','',"Traction Elevator – Applies to most California Installations prior to 1976, most western states installations prior to 1982 and most other U.S installations prior to 1998. - Costing per elevator. Elevator demand parameter shall be defined as the peak floor acceleration at the first floor. The elevator fragility for a multiple story building should only be entered once on the first floor.","Peak Floor Acceleration, horizontal",g,3,"Cab stabilizers bent, or cab walls damaged, or cab doors damaged.",0.31,0.45,0.68
D1014.012-4,D1014.012,NIST,FEMA P-58,'',,FEM-2018-SEI,D1014.012,D1014,Traction Elevator,'','','','',"Traction Elevator – Applies to most California Installations prior to 1976, most western states installations prior to 1982 and most other U.S installations prior to 1998. - Costing per elevator. Elevator demand parameter shall be defined as the peak floor acceleration at the first floor. The elevator fragility for a multiple story building should only be entered once on the first floor.","Peak Floor Acceleration, horizontal",g,4,Cab ceiling damaged.,0.31,0.45,0.17
D1014.021-1,D1014.021,NIST,FEMA P-58,'',,FEM-2018-SEI,D1014.021,D1014,Hydraulic Elevator,'','','','',"Hydraulic Elevator – Applies to most California Installations 1976 or later, most western states installations postdating 1982 and most U.S installations postdating 1998. - Costing per elevator. Elevator demand parameter shall be defined as the peak floor acceleration at the first floor. The elevator fragility for a multiple story building should only be entered once on the first floor.","Peak Floor Acceleration, horizontal",g,1,Damaged controls.,0.5,0.3,0.3
D1014.021-2,D1014.021,NIST,FEMA P-58,'',,FEM-2018-SEI,D1014.021,D1014,Hydraulic Elevator,'','','','',"Hydraulic Elevator – Applies to most California Installations 1976 or later, most western states installations postdating 1982 and most U.S installations postdating 1998. - Costing per elevator. Elevator demand parameter shall be defined as the peak floor acceleration at the first floor. The elevator fragility for a multiple story building should only be entered once on the first floor.","Peak Floor Acceleration, horizontal",g,2,"Damaged vane and hoist-way switches, and or bent cab stabilizers, and or damaged car guide shoes.",0.5,0.3,0.49
D1014.021-3,D1014.021,NIST,FEMA P-58,'',,FEM-2018-SEI,D1014.021,D1014,Hydraulic Elevator,'','','','',"Hydraulic Elevator – Applies to most California Installations 1976 or later, most western states installations postdating 1982 and most U.S installations postdating 1998. - Costing per elevator. Elevator demand parameter shall be defined as the peak floor acceleration at the first floor. The elevator fragility for a multiple story building should only be entered once on the first floor.","Peak Floor Acceleration, horizontal",g,3,"Damaged entrance and car door, and or flooring damage.",0.5,0.3,0.44
D1014.021-4,D1014.021,NIST,FEMA P-58,'',,FEM-2018-SEI,D1014.021,D1014,Hydraulic Elevator,'','','','',"Hydraulic Elevator – Applies to most California Installations 1976 or later, most western states installations postdating 1982 and most U.S installations postdating 1998. - Costing per elevator. Elevator demand parameter shall be defined as the peak floor acceleration at the first floor. The elevator fragility for a multiple story building should only be entered once on the first floor.","Peak Floor Acceleration, horizontal",g,4,"Oil leak in hydraulic line, and or hydraulic tank failure.",0.5,0.3,0.37
D1014.022-1,D1014.022,NIST,FEMA P-58,'',,FEM-2018-SEI,D1014.022,D1014,Hydraulic Elevator,'','','','',"Hydraulic Elevator – Applies to most California Installations prior to 1976, most western states installations prior to 1982 and most U.S installations prior to 1998. - Costing per elevator. Elevator demand parameter shall be defined as the peak floor acceleration at the first floor. The elevator fragility for a multiple story building should only be entered once on the first floor.","Peak Floor Acceleration, horizontal",g,1,Damaged controls.,0.3,0.3,0.3
D1014.022-2,D1014.022,NIST,FEMA P-58,'',,FEM-2018-SEI,D1014.022,D1014,Hydraulic Elevator,'','','','',"Hydraulic Elevator – Applies to most California Installations prior to 1976, most western states installations prior to 1982 and most U.S installations prior to 1998. - Costing per elevator. Elevator demand parameter shall be defined as the peak floor acceleration at the first floor. The elevator fragility for a multiple story building should only be entered once on the first floor.","Peak Floor Acceleration, horizontal",g,2,"Damaged vane and hoist-way switches, and or bent cab stabilizers, and or damaged car guide shoes.",0.3,0.3,0.49
D1014.022-3,D1014.022,NIST,FEMA P-58,'',,FEM-2018-SEI,D1014.022,D1014,Hydraulic Elevator,'','','','',"Hydraulic Elevator – Applies to most California Installations prior to 1976, most western states installations prior to 1982 and most U.S installations prior to 1998. - Costing per elevator. Elevator demand parameter shall be defined as the peak floor acceleration at the first floor. The elevator fragility for a multiple story building should only be entered once on the first floor.","Peak Floor Acceleration, horizontal",g,3,"Damaged entrance and car door, and or flooring damage.",0.3,0.3,0.44
D1014.022-4,D1014.022,NIST,FEMA P-58,'',,FEM-2018-SEI,D1014.022,D1014,Hydraulic Elevator,'','','','',"Hydraulic Elevator – Applies to most California Installations prior to 1976, most western states installations prior to 1982 and most U.S installations prior to 1998. - Costing per elevator. Elevator demand parameter shall be defined as the peak floor acceleration at the first floor. The elevator fragility for a multiple story building should only be entered once on the first floor.","Peak Floor Acceleration, horizontal",g,4,"Oil leak in hydraulic line, and or hydraulic tank failure.",0.3,0.3,0.37
D2061.023a-1,D2061.023a,NIST,FEMA P-58,'',,FEM-2018-SEI,D2061.023a,D2061,Steam Piping,'','','','',"Steam Piping - Large Diameter Welded Steel - (greater than 2.5 inches in diameter), SDC D, E, or F, PIPING FRAGILITY - Costing based upon 1000 ft segments of pipe, pipe greater than 2.5 inches in diameter","Peak Floor Acceleration, horizontal",g,1,Minor leakage at flange connections  -  1 leak per 1000  feet of pipe.,2.25,0.4,1.0
D2061.023a-2,D2061.023a,NIST,FEMA P-58,'',,FEM-2018-SEI,D2061.023a,D2061,Steam Piping,'','','','',"Steam Piping - Large Diameter Welded Steel - (greater than 2.5 inches in diameter), SDC D, E, or F, PIPING FRAGILITY - Costing based upon 1000 ft segments of pipe, pipe greater than 2.5 inches in diameter","Peak Floor Acceleration, horizontal",g,2,Pipe Break - 1 break per 1000 feet of pipe,4.1,0.4,1.0
D2061.023b-1,D2061.023b,NIST,FEMA P-58,'',,FEM-2018-SEI,D2061.023b,D2061,Steam Piping,'','','','',"Steam Piping - Large Diameter Welded Steel - (greater than 2.5 inches in diameter), SDC D, E, or F, BRACING FRAGILITY - Costing based upon 1000 ft segments of pipe, pipe greater than 2.5 inches in diameter","Peak Floor Acceleration, horizontal",g,1,Lateral Brace Failure - 1 failure per 1000 feet of pipe .,1.5,0.4,1.0
D2061.023b-2,D2061.023b,NIST,FEMA P-58,'',,FEM-2018-SEI,D2061.023b,D2061,Steam Piping,'','','','',"Steam Piping - Large Diameter Welded Steel - (greater than 2.5 inches in diameter), SDC D, E, or F, BRACING FRAGILITY - Costing based upon 1000 ft segments of pipe, pipe greater than 2.5 inches in diameter","Peak Floor Acceleration, horizontal",g,2,Vertical Brace Failure - 1 failure per 1000 feet of pipe ,2.25,0.4,1.0
D2061.024a-1,D2061.024a,NIST,FEMA P-58,'',,FEM-2018-SEI,D2061.024a,D2061,Steam Piping,'','','','',"Steam Piping - Large Diameter Welded Steel - (greater than 2.5 inches in diameter), SDC D, E, or F (OSHPD or sim), PIPING FRAGILITY - Costing based upon 1000 ft segments of pipe, pipe greater than 2.5 inches in diameter","Peak Floor Acceleration, horizontal",g,1,Minor leakage at flange connections  -  1 leak per 1000 feet of pipe.,2.25,0.4,1.0
D2061.024a-2,D2061.024a,NIST,FEMA P-58,'',,FEM-2018-SEI,D2061.024a,D2061,Steam Piping,'','','','',"Steam Piping - Large Diameter Welded Steel - (greater than 2.5 inches in diameter), SDC D, E, or F (OSHPD or sim), PIPING FRAGILITY - Costing based upon 1000 ft segments of pipe, pipe greater than 2.5 inches in diameter","Peak Floor Acceleration, horizontal",g,2,Pipe Break - 1 break per 1000 feet of pipe,4.1,0.4,1.0
D2061.024b-1,D2061.024b,NIST,FEMA P-58,'',,FEM-2018-SEI,D2061.024b,D2061,Steam Piping,'','','','',"Steam Piping - Large Diameter Welded Steel - (greater than 2.5 inches in diameter), SDC D, E, or F (OSHPD or sim), BRACING FRAGILITY - Costing based upon 1000 ft segments of pipe, pipe greater than 2.5 inches in diameter","Peak Floor Acceleration, horizontal",g,1,Lateral Brace Failure - 1 failure per 1000 feet of pipe.,1.5,0.4,1.0
D2061.024b-2,D2061.024b,NIST,FEMA P-58,'',,FEM-2018-SEI,D2061.024b,D2061,Steam Piping,'','','','',"Steam Piping - Large Diameter Welded Steel - (greater than 2.5 inches in diameter), SDC D, E, or F (OSHPD or sim), BRACING FRAGILITY - Costing based upon 1000 ft segments of pipe, pipe greater than 2.5 inches in diameter","Peak Floor Acceleration, horizontal",g,2,Vertical Brace Failure - 1 failure per 1000 feet of pipe ,2.25,0.4,1.0
D3031.011a-1,D3031.011a,NIST,FEMA P-58,'',,FEM-2018-SEI,D3031.011a,D3031,Chiller,'','','','',Chiller - Capacity: < 100 Ton - Unanchored equipment that is not vibration isolated - Equipment fragility only - Costing is per unit and is based upon 75 Ton.,"Peak Floor Acceleration, horizontal",g,1,"Damaged, inoperative.",0.2,0.4,1.0
D3031.011b-1,D3031.011b,NIST,FEMA P-58,'',,FEM-2018-SEI,D3031.011b,D3031,Chiller,'','','','',Chiller - Capacity: 100 to <350 Ton - Unanchored equipment that is not vibration isolated - Equipment fragility only - Costing is per unit and is based upon 250 Ton.,"Peak Floor Acceleration, horizontal",g,1,"Damaged, inoperative.",0.2,0.4,1.0
D3031.011c-1,D3031.011c,NIST,FEMA P-58,'',,FEM-2018-SEI,D3031.011c,D3031,Chiller,'','','','',Chiller - Capacity: 350 to <750 Ton - Unanchored equipment that is not vibration isolated - Equipment fragility only - Costing is per unit and is based upon 500 Ton.,"Peak Floor Acceleration, horizontal",g,1,"Damaged, inoperative.",0.2,0.4,1.0
D3031.011d-1,D3031.011d,NIST,FEMA P-58,'',,FEM-2018-SEI,D3031.011d,D3031,Chiller,'','','','',Chiller - Capacity: 750 to <1000 Ton - Unanchored equipment that is not vibration isolated - Equipment fragility only - Costing is per unit and is based upon 850 Ton.,"Peak Floor Acceleration, horizontal",g,1,"Damaged, inoperative.",0.2,0.4,1.0
D3031.012a-1,D3031.012a,NIST,FEMA P-58,'',,FEM-2018-SEI,D3031.012a,D3031,Chiller,'','','','',Chiller - Capacity: < 100 Ton - Vibration isolated equipment that is not snubbed or restrained - Anchorage fragility only - Costing is per unit and is based upon 75 Ton.,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.7
D3031.012a-2,D3031.012a,NIST,FEMA P-58,'',,FEM-2018-SEI,D3031.012a,D3031,Chiller,'','','','',Chiller - Capacity: < 100 Ton - Vibration isolated equipment that is not snubbed or restrained - Anchorage fragility only - Costing is per unit and is based upon 75 Ton.,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.3
D3031.012b-1,D3031.012b,NIST,FEMA P-58,'',,FEM-2018-SEI,D3031.012b,D3031,Chiller,'','','','',Chiller - Capacity: < 100 Ton - Vibration isolated equipment that is not snubbed or restrained - Equipment fragility only - Costing is per unit and is based upon 75 Ton.,"Peak Floor Acceleration, horizontal",g,1,"Damaged, inoperative but anchorage is OK.",0.43,0.6,1.0
D3031.012c-1,D3031.012c,NIST,FEMA P-58,'',,FEM-2018-SEI,D3031.012c,D3031,Chiller,'','','','',Chiller - Capacity: < 100 Ton - Vibration isolated equipment that is not snubbed or restrained - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 75 Ton.,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.35
