id,reference_id,specimen,reviewer,nistir_id,p58_db,p58_fragility,comp_type,sub_type,detailing,material,size_class,test_type,loading_protocol,peak_test_amplitude,location,design_objective,comp_description,ds_description,proir_damage,is_repaired,edp_metric,edp_unit,edp_value,alt_edp_metric,alt_edp_unit,alt_edp_value,ds_rank,ds_class,notes
exp1525a,YUA-2015-SEI,82,NIST,D4011,FALSE,'',Fire sprinkler ,Full system,Unbraced,Steel,Not applicable,"Dynamic, uniaxial","Spectral accelerations SDS=1 g and SD1=0.6 g, and a maximum inter-story drift ratio 3%","intensity of input motions for both platforms was increased from 25%, 50%, 66.7% (Design DE level), to 100% (MCE level)",University at Buffalo Nonstructural Component Simulator (UB-NCS),'',"The top level was designed to evaluate the seismic behavior of an unsupported elbow armover, a cross main line, as well as longitudinal and transverse branch lines. 
The bottom level was designed to assess the performance of a longitudinal main line and longer transverse branch lines subjected to earthquake shaking.
a total of six generic ceiling boxes supporting ceiling tiles were installed at various locations to assess potential failure mechanisms of sprinkler heads interacting with the suspended ceiling during earthquake shaking
The two levels of the specimen were connected together by a vertical riser
Main Line, Cross Main, and Vertical Riser: 10.2-cm steel pipes (schedule 10) with groove-fit connections (4 in pipes)
Flexible couplings were installed within 30.5 cm above and below the simulated floor slab.
pressure = 40 psi
10 mm hanger rods, 12g wire restrainers
Branch lines = Schedule 7 Dyna-Flow steel pipes with groove-fit connections (2 in pipes)
Fully unbraced specimen
",Significant damage occurs to the ceiling tiles due to pounding with the pendant sprinkler heads (100% MCE),'',0,"Peak Floor Acceleration, horizontal",g,0.65,'','',,,Consequential,PFA as damage state intensity
exp1526a,CRA-2016-EXP,83,NIST,D4011,FALSE,'',Fire sprinkler ,Full system,Braced,Steel,Not applicable,"Dynamic, uniaxial","Parameters from the AC 156 [ICC, 2010] including, a story height ratio (z/h) of 0.5 and the design spectral 
response acceleration at short periods (SDS) of 2.5 g, were used to develop two targeted acceleration spectrum","2.5g, PFA","University of Nevada, Reno Network for Earthquake Engineering Simulation
site",'',"Pressure = 50 psi
Riser pipe = 4 in diameter
Branch pipe= 2 in diameter (update if necessary)
armovers=1 in diameter
Plenum depth varied from 12 in to 22 in
Hangers = 10mm (3/8 in) dia threaded rods
Braces = 1 in schedule 40 pipes oriented at 45 degrees
Wire restrainers(splay wires) = 12 g wires @ 45 degrees
Braces and Wire restrainers connected to concrete deck through 10 mm (3/8 in) Hilti KB-TZ expansion anchors
The gap between the sprinkler hed and ceiling tile was either 2 in or no gap. 
The ceiling system looks like braced. ",Hanger band slip/drift along pipe,'',0,"Peak Floor Acceleration, horizontal",g,0.14<=2.47,'','',,,Inconsequential,"1. Maximum Peak Floor Acceleration as Damage Intensity Measure
2. Maximum inter story drift 2.09%
3. Median pipe joint rotation = 0.001-0.013 radians
4. Maximum measured axial load for hangers=1.26 Kips and wire restrainers=0.34 kips"
exp1527a,CRA-2016-EXP,83,NIST,D4011,FALSE,'',Fire sprinkler ,Full system,Braced,Steel,Not applicable,"Dynamic, uniaxial","Parameters from the AC 156 [ICC, 2010] including, a story height ratio (z/h) of 0.5 and the design spectral 
response acceleration at short periods (SDS) of 2.5 g, were used to develop two targeted acceleration spectrum","2.5g, PFA","University of Nevada, Reno Network for Earthquake Engineering Simulation
site",'',"Pressure = 50 psi
Riser pipe = 4 in diameter
Branch pipe= 2 in diameter (update if necessary)
armovers=1 in diameter
Plenum depth varied from 12 in to 22 in
Hangers = 10mm (3/8 in) dia threaded rods
Braces = 1 in schedule 40 pipes oriented at 45 degrees
Wire restrainers(splay wires) = 12 g wires @ 45 degrees
Braces and Wire restrainers connected to concrete deck through 10 mm (3/8 in) Hilti KB-TZ expansion anchors
The gap between the sprinkler hed and ceiling tile was either 2 in or no gap. 
The ceiling system looks like braced. ",Hanger bend or deform,'',0,"Peak Floor Acceleration, horizontal",g,0.14<=2.47,'','',,,Inconsequential,"1. Maximum Peak Floor Acceleration as Damage Intensity Measure
2. Maximum inter story drift 2.09%
3. Median pipe joint rotation = 0.001-0.013 radians
4. Maximum measured axial load for hangers=1.26 Kips and wire restrainers=0.34 kips"
exp1528a,CRA-2016-EXP,83,NIST,D4011,FALSE,'',Fire sprinkler ,Full system,Braced,Steel,Not applicable,"Dynamic, uniaxial","Parameters from the AC 156 [ICC, 2010] including, a story height ratio (z/h) of 0.5 and the design spectral 
response acceleration at short periods (SDS) of 2.5 g, were used to develop two targeted acceleration spectrum","2.5g, PFA","University of Nevada, Reno Network for Earthquake Engineering Simulation
site",'',"Pressure = 50 psi
Riser pipe = 4 in diameter
Branch pipe= 2 in diameter (update if necessary)
armovers=1 in diameter
Plenum depth varied from 12 in to 22 in
Hangers = 10mm (3/8 in) dia threaded rods
Braces = 1 in schedule 40 pipes oriented at 45 degrees
Wire restrainers(splay wires) = 12 g wires @ 45 degrees
Braces and Wire restrainers connected to concrete deck through 10 mm (3/8 in) Hilti KB-TZ expansion anchors
The gap between the sprinkler hed and ceiling tile was either 2 in or no gap. 
The ceiling system looks like braced. ",Hanger band slip/drift along pipe,'',0,"Peak Floor Acceleration, horizontal",g,0.14<=2.47,'','',,,Inconsequential,"1. Maximum Peak Floor Acceleration as Damage Intensity Measure
2. Maximum inter story drift 2.09%
3. Median pipe joint rotation = 0.001-0.013 radians
4. Maximum measured axial load for hangers=1.26 Kips and wire restrainers=0.34 kips"
exp1529a,CRA-2016-EXP,83,NIST,D4011,FALSE,'',Fire sprinkler ,Full system,Braced,Steel,Not applicable,"Dynamic, uniaxial","Parameters from the AC 156 [ICC, 2010] including, a story height ratio (z/h) of 0.5 and the design spectral 
response acceleration at short periods (SDS) of 2.5 g, were used to develop two targeted acceleration spectrum","2.5g, PFA","University of Nevada, Reno Network for Earthquake Engineering Simulation
site",'',"Pressure = 50 psi
Riser pipe = 4 in diameter
Branch pipe= 2 in diameter (update if necessary)
armovers=1 in diameter
Plenum depth varied from 12 in to 22 in
Hangers = 10mm (3/8 in) dia threaded rods
Braces = 1 in schedule 40 pipes oriented at 45 degrees
Wire restrainers(splay wires) = 12 g wires @ 45 degrees
Braces and Wire restrainers connected to concrete deck through 10 mm (3/8 in) Hilti KB-TZ expansion anchors
The gap between the sprinkler hed and ceiling tile was either 2 in or no gap. 
The ceiling system looks like braced. ",damage to deck anchor location,'',0,"Peak Floor Acceleration, horizontal",g,0.14<=2.47,'','',,,Consequential,"1. Maximum Peak Floor Acceleration as Damage Intensity Measure
2. Maximum inter story drift 2.09%
3. Median pipe joint rotation = 0.001-0.013 radians
4. Maximum measured axial load for hangers=1.26 Kips and wire restrainers=0.34 kips"
exp1530a,CRA-2016-EXP,83,NIST,D4011,FALSE,'',Fire sprinkler ,Full system,Braced,Steel,Not applicable,"Dynamic, uniaxial","Parameters from the AC 156 [ICC, 2010] including, a story height ratio (z/h) of 0.5 and the design spectral 
response acceleration at short periods (SDS) of 2.5 g, were used to develop two targeted acceleration spectrum","2.5g, PFA","University of Nevada, Reno Network for Earthquake Engineering Simulation
site",'',"Pressure = 50 psi
Riser pipe = 4 in diameter
Branch pipe= 2 in diameter (update if necessary)
armovers=1 in diameter
Plenum depth varied from 12 in to 22 in
Hangers = 10mm (3/8 in) dia threaded rods
Braces = 1 in schedule 40 pipes oriented at 45 degrees
Wire restrainers(splay wires) = 12 g wires @ 45 degrees
Braces and Wire restrainers connected to concrete deck through 10 mm (3/8 in) Hilti KB-TZ expansion anchors
The gap between the sprinkler hed and ceiling tile was either 2 in or no gap. 
The ceiling system looks like braced. ",Permanent deformation or complete failure of connection at wire restrainers,'',0,"Peak Floor Acceleration, horizontal",g,0.14<=2.47,'','',,,Consequential,"1. Maximum Peak Floor Acceleration as Damage Intensity Measure
2. Maximum inter story drift 2.09%
3. Median pipe joint rotation = 0.001-0.013 radians
4. Maximum measured axial load for hangers=1.26 Kips and wire restrainers=0.34 kips"
exp1531a,CRA-2016-EXP,83,NIST,D4011,FALSE,'',Fire sprinkler ,Full system,Braced,Steel,Not applicable,"Dynamic, uniaxial","Parameters from the AC 156 [ICC, 2010] including, a story height ratio (z/h) of 0.5 and the design spectral 
response acceleration at short periods (SDS) of 2.5 g, were used to develop two targeted acceleration spectrum","2.5g, PFA","University of Nevada, Reno Network for Earthquake Engineering Simulation
site",'',"Pressure = 50 psi
Riser pipe = 4 in diameter
Branch pipe= 2 in diameter (update if necessary)
armovers=1 in diameter
Plenum depth varied from 12 in to 22 in
Hangers = 10mm (3/8 in) dia threaded rods
Braces = 1 in schedule 40 pipes oriented at 45 degrees
Wire restrainers(splay wires) = 12 g wires @ 45 degrees
Braces and Wire restrainers connected to concrete deck through 10 mm (3/8 in) Hilti KB-TZ expansion anchors
The gap between the sprinkler hed and ceiling tile was either 2 in or no gap. 
The ceiling system looks like braced. ",Complete rupture of braces,'',0,"Peak Floor Acceleration, horizontal",g,0.14<=2.47,'','',,,Consequential,"1. Maximum Peak Floor Acceleration as Damage Intensity Measure
2. Maximum inter story drift 2.09%
3. Median pipe joint rotation = 0.001-0.013 radians
4. Maximum measured axial load for hangers=1.26 Kips and wire restrainers=0.34 kips"
exp1532a,CRA-2016-EXP,83,NIST,D4011,FALSE,'',Fire sprinkler ,Full system,Braced,Steel,Not applicable,"Dynamic, uniaxial","Parameters from the AC 156 [ICC, 2010] including, a story height ratio (z/h) of 0.5 and the design spectral 
response acceleration at short periods (SDS) of 2.5 g, were used to develop two targeted acceleration spectrum","2.5g, PFA","University of Nevada, Reno Network for Earthquake Engineering Simulation
site",'',"Pressure = 50 psi
Riser pipe = 4 in diameter
Branch pipe= 2 in diameter (update if necessary)
armovers=1 in diameter
Plenum depth varied from 12 in to 22 in
Hangers = 10mm (3/8 in) dia threaded rods
Braces = 1 in schedule 40 pipes oriented at 45 degrees
Wire restrainers(splay wires) = 12 g wires @ 45 degrees
Braces and Wire restrainers connected to concrete deck through 10 mm (3/8 in) Hilti KB-TZ expansion anchors
The gap between the sprinkler hed and ceiling tile was either 2 in or no gap. 
The ceiling system looks like braced. ",Tearing of ceiling tiles due to interaction between sprinkler heads,'',0,"Peak Floor Acceleration, horizontal",g,0.14<=2.47,'','',,,Inconsequential,"1. Maximum Peak Floor Acceleration as Damage Intensity Measure
2. Maximum inter story drift 2.09%
3. Median pipe joint rotation = 0.001-0.013 radians
4. Maximum measured axial load for hangers=1.26 Kips and wire restrainers=0.34 kips"
exp1533a,CRA-2016-EXP,83,NIST,D4011,FALSE,'',Fire sprinkler ,Full system,Braced,Steel,Not applicable,"Dynamic, uniaxial","Parameters from the AC 156 [ICC, 2010] including, a story height ratio (z/h) of 0.5 and the design spectral 
response acceleration at short periods (SDS) of 2.5 g, were used to develop two targeted acceleration spectrum","2.5g, PFA","University of Nevada, Reno Network for Earthquake Engineering Simulation
site",'',"Pressure = 50 psi
Riser pipe = 4 in diameter
Branch pipe= 2 in diameter (update if necessary)
armovers=1 in diameter
Plenum depth varied from 12 in to 22 in
Hangers = 10mm (3/8 in) dia threaded rods
Braces = 1 in schedule 40 pipes oriented at 45 degrees
Wire restrainers(splay wires) = 12 g wires @ 45 degrees
Braces and Wire restrainers connected to concrete deck through 10 mm (3/8 in) Hilti KB-TZ expansion anchors
The gap between the sprinkler hed and ceiling tile was either 2 in or no gap. 
The ceiling system looks like braced. ",Loose/fallen sprinkler ring,'',0,"Peak Floor Acceleration, horizontal",g,0.14<=2.47,'','',,,Inconsequential,"1. Maximum Peak Floor Acceleration as Damage Intensity Measure
2. Maximum inter story drift 2.09%
3. Median pipe joint rotation = 0.001-0.013 radians
4. Maximum measured axial load for hangers=1.26 Kips and wire restrainers=0.34 kips"
exp1534a,ZHE-2016-EXP,84,NIST,D4011,FALSE,'',Fire sprinkler ,Straight joint,Threaded joint,Steel,1 in. diamater,"Quasi-static Cyclic, uniaxial",Four point flexural cyclic tests,'',Taiwan,'',"galvanized steel pipes, Nominal 1"" dia, OD=1.34"", Thickness=0.13"", water pressure 92psi, threaded fittings","suddenly lost pressure due to a damaged thread of the fitting, leakage",'',0,Joint Rotation,Radians,0.02356,Joint Moment,k-in,5.398,,Consequential,"DSI = Leakage rotation
ADSI=Moment at Leakage
Pure shear test, shear failure= 3.405 kips"
