id,reference_id,specimen,specimen_inspection_sequence,reviewer,component_id,comp_detail,material,size_class,test_type,loading_protocol,peak_test_amplitude,location,governing_design_standard,design_objective,comp_description,ds_description,prior_damage,prior_damage_repaired,edp_metric,edp_unit,edp_value,alt_edp_metric,alt_edp_unit,alt_edp_value,ds_rank,ds_class,notes
exp1688a,TAT-2018-INP,#12,'',NIST,C1011.A,Full height - Sliding,CFS,'',"Quasi-static Cyclic, uniaxial",FEMA 461: maximum interstory drift of 8.40%,8.4% drift of specimen,"University of Naples, Italy",'','',"1. The indoor partition wall is connected at its ends with transversal outdoor façade walls, top and bottom with structure
2. Wall dimensions: 2400 mm Long, 2700 mm High, and 125 mm Thick
3. Lightweight steel profiles: 
- Steel grade (DX51D+Z), 
- Studs (75mmx50mmx7.5mmx0.6mm) - (outside‐to‐outside web depth × outside‐to‐outside flange size × outside‐to‐outside lip size × thickness), 
- Tracks 75 × 40 × 0.6 mm (outside‐to‐outside web depth × outside‐to‐outside flange size × thickness) unlipped channel sections
4. Stud spacing: 600 mm
5. Sheathing panels: Double layer of 12.5‐mm‐thick standard gypsum boards for each wall face
6. Frame fixings: Punching
7. Panel-to-frame fixings: 
- 3.5 × 25 mm (nominal diameter × shank length) bugle head phosphated self‐piercing screws spaced at
700 mm on center for the installation of the internal panel laye, 
- 3.5 × 35‐mm bugle head phosphated self‐piercing screws spaced at 250 mm on center for the installation
of the external panel layer
8. Joint finishing: 
- Joints in the field: paper tape fixed with gypsum‐based plaster
- Joints at the perimeter : self‐adhesive paper tape
9. Wall‐to‐surrounding structural element connections: 6 × 35 mm (drilling hole diameter × minimum anchorage length) plastic dowels for fixed connections or 8 × 80‐mm plastic dowels for sliding connections, spaced at 500 mm on center at the wall top and bottom and 600 mm on center at the wall ends
10. Horizontal connection: Sliding",Rupture of panel portions (>50 cm2),Local plastic deformations of studs,No,Story Drift Ratio,Ratio,0.0147,'','',,,Consequential,''
exp1689a,TAT-2018-INP,#12,'',NIST,C1011.A,Full height - Sliding,CFS,'',"Quasi-static Cyclic, uniaxial",FEMA 461: maximum interstory drift of 8.40%,8.4% drift of specimen,"University of Naples, Italy",'','',"1. The indoor partition wall is connected at its ends with transversal outdoor façade walls, top and bottom with structure
2. Wall dimensions: 2400 mm Long, 2700 mm High, and 125 mm Thick
3. Lightweight steel profiles: 
- Steel grade (DX51D+Z), 
- Studs (75mmx50mmx7.5mmx0.6mm) - (outside‐to‐outside web depth × outside‐to‐outside flange size × outside‐to‐outside lip size × thickness), 
- Tracks 75 × 40 × 0.6 mm (outside‐to‐outside web depth × outside‐to‐outside flange size × thickness) unlipped channel sections
4. Stud spacing: 600 mm
5. Sheathing panels: Double layer of 12.5‐mm‐thick standard gypsum boards for each wall face
6. Frame fixings: Punching
7. Panel-to-frame fixings: 
- 3.5 × 25 mm (nominal diameter × shank length) bugle head phosphated self‐piercing screws spaced at
700 mm on center for the installation of the internal panel laye, 
- 3.5 × 35‐mm bugle head phosphated self‐piercing screws spaced at 250 mm on center for the installation
of the external panel layer
8. Joint finishing: 
- Joints in the field: paper tape fixed with gypsum‐based plaster
- Joints at the perimeter : self‐adhesive paper tape
9. Wall‐to‐surrounding structural element connections: 6 × 35 mm (drilling hole diameter × minimum anchorage length) plastic dowels for fixed connections or 8 × 80‐mm plastic dowels for sliding connections, spaced at 500 mm on center at the wall top and bottom and 600 mm on center at the wall ends
10. Horizontal connection: Sliding",Collapse of panel‐to‐frame fixings (>5%),Rupture of panel portions (>50 cm2),No,Story Drift Ratio,Ratio,0.0147,'','',,,Consequential,''
exp1690a,TAT-2018-INP,#12,'',NIST,C1011.A,Full height - Sliding,CFS,'',"Quasi-static Cyclic, uniaxial",FEMA 461: maximum interstory drift of 8.40%,8.4% drift of specimen,"University of Naples, Italy",'','',"1. The indoor partition wall is connected at its ends with transversal outdoor façade walls, top and bottom with structure
2. Wall dimensions: 2400 mm Long, 2700 mm High, and 125 mm Thick
3. Lightweight steel profiles: 
- Steel grade (DX51D+Z), 
- Studs (75mmx50mmx7.5mmx0.6mm) - (outside‐to‐outside web depth × outside‐to‐outside flange size × outside‐to‐outside lip size × thickness), 
- Tracks 75 × 40 × 0.6 mm (outside‐to‐outside web depth × outside‐to‐outside flange size × thickness) unlipped channel sections
4. Stud spacing: 600 mm
5. Sheathing panels: Double layer of 12.5‐mm‐thick standard gypsum boards for each wall face
6. Frame fixings: Punching
7. Panel-to-frame fixings: 
- 3.5 × 25 mm (nominal diameter × shank length) bugle head phosphated self‐piercing screws spaced at
700 mm on center for the installation of the internal panel laye, 
- 3.5 × 35‐mm bugle head phosphated self‐piercing screws spaced at 250 mm on center for the installation
of the external panel layer
8. Joint finishing: 
- Joints in the field: paper tape fixed with gypsum‐based plaster
- Joints at the perimeter : self‐adhesive paper tape
9. Wall‐to‐surrounding structural element connections: 6 × 35 mm (drilling hole diameter × minimum anchorage length) plastic dowels for fixed connections or 8 × 80‐mm plastic dowels for sliding connections, spaced at 500 mm on center at the wall top and bottom and 600 mm on center at the wall ends
10. Horizontal connection: Sliding",Detachment between indoor partition walls and outdoor façade walls,Collapse of panel‐to‐frame fixings (>5%),No,Story Drift Ratio,Ratio,0.0296,'','',,,Consequential,''
exp1691a,SOR-2018-FRA,1.0,'',NIST,C3032.A,Grid/tiled - Perimeter-fixed,Light-weight (<= 2 psf),> 144 ft² and <= 1000 ft²,"Dynamic, uniaxial",'',"Artificially generated ground motions: Two
targeted acceleration spectra were developed. The first target spectrum
was designed at the shake-table level and was developed from
the AC 156 (ICC 2010) parameters, story height ratio (z=h ¼ 0.5),
and design spectral response acceleration at short periods (SDS ¼
2.5 g). The second used algorithms defined by Soroushian et al.
(2011) to design the target spectrum at the second-floor level.",Nevada,ASTM E580/E580M-11b,'',exposed tee systems with heavy-duty main runners,Failure of pop rivet connections,'',,"Peak Floor Acceleration, horizontal",g,0.89,'','',,1.0,Inconsequential,''
exp1692a,SOR-2018-FRA,1.0,'',NIST,C3032.A,Grid/tiled - Perimeter-fixed,Light-weight (<= 2 psf),> 144 ft² and <= 1000 ft²,"Dynamic, uniaxial",'',"Artificially generated ground motions: Two
targeted acceleration spectra were developed. The first target spectrum
was designed at the shake-table level and was developed from
the AC 156 (ICC 2010) parameters, story height ratio (z=h ¼ 0.5),
and design spectral response acceleration at short periods (SDS ¼
2.5 g). The second used algorithms defined by Soroushian et al.
(2011) to design the target spectrum at the second-floor level.",Nevada,ASTM E580/E580M-11b,'',exposed tee systems with heavy-duty main runners,"Damage (tearing) of ceiling tiles due to fire sprinkler piping interaction, Damage to grid latches (bending)",Failure of pop rivet connections,No,"Peak Floor Acceleration, horizontal",g,0.99,'','',,2.0,Consequential,''
exp1693a,SOR-2018-FRA,2.0,'',NIST,C3032.A,Grid/tiled - Perimeter-fixed,Light-weight (<= 2 psf),> 144 ft² and <= 1000 ft²,"Dynamic, uniaxial",'',"Artificially generated ground motions: Two
targeted acceleration spectra were developed. The first target spectrum
was designed at the shake-table level and was developed from
the AC 156 (ICC 2010) parameters, story height ratio (z=h ¼ 0.5),
and design spectral response acceleration at short periods (SDS ¼
2.5 g). The second used algorithms defined by Soroushian et al.
(2011) to design the target spectrum at the second-floor level.",Nevada,ASTM E580/E580M-11b,'',exposed tee systems with heavy-duty main runners,"Failure of pop rivet connections, Damage to grid latches (bending)",'',,"Peak Floor Acceleration, horizontal",g,1.24,'','',,1.0,Inconsequential,''
exp1694a,SOR-2018-FRA,2.0,'',NIST,C3032.A,Grid/tiled - Perimeter-fixed,Light-weight (<= 2 psf),> 144 ft² and <= 1000 ft²,"Dynamic, uniaxial",'',"Artificially generated ground motions: Two
targeted acceleration spectra were developed. The first target spectrum
was designed at the shake-table level and was developed from
the AC 156 (ICC 2010) parameters, story height ratio (z=h ¼ 0.5),
and design spectral response acceleration at short periods (SDS ¼
2.5 g). The second used algorithms defined by Soroushian et al.
(2011) to design the target spectrum at the second-floor level.",Nevada,ASTM E580/E580M-11b,'',exposed tee systems with heavy-duty main runners,"Damage (tearing) of ceiling tiles due to fire sprinkler piping interaction, Damage to wall angles (crushing, bending), Buckling of grid members (bending)","Failure of pop rivet connections, Damage to grid latches (bending)",No,"Peak Floor Acceleration, horizontal",g,1.52,'','',,2.0,Consequential,''
exp1695a,SOR-2018-FRA,3.0,'',NIST,C3032.A,Grid/tiled - Perimeter-fixed,Light-weight (<= 2 psf),> 144 ft² and <= 1000 ft²,"Dynamic, uniaxial",'',"Artificially generated ground motions: Two
targeted acceleration spectra were developed. The first target spectrum
was designed at the shake-table level and was developed from
the AC 156 (ICC 2010) parameters, story height ratio (z=h ¼ 0.5),
and design spectral response acceleration at short periods (SDS ¼
2.5 g). The second used algorithms defined by Soroushian et al.
(2011) to design the target spectrum at the second-floor level.",Nevada,ASTM E580/E580M-11b,'',exposed tee systems with heavy-duty main runners,Buckling of grid members (bending),'',,"Peak Floor Acceleration, horizontal",g,0.58,'','',,1.0,Consequential,''
exp1696a,SOR-2018-FRA,3.0,'',NIST,C3032.A,Grid/tiled - Perimeter-fixed,Light-weight (<= 2 psf),> 144 ft² and <= 1000 ft²,"Dynamic, uniaxial",'',"Artificially generated ground motions: Two
targeted acceleration spectra were developed. The first target spectrum
was designed at the shake-table level and was developed from
the AC 156 (ICC 2010) parameters, story height ratio (z=h ¼ 0.5),
and design spectral response acceleration at short periods (SDS ¼
2.5 g). The second used algorithms defined by Soroushian et al.
(2011) to design the target spectrum at the second-floor level.",Nevada,ASTM E580/E580M-11b,'',exposed tee systems with heavy-duty main runners,Unseating of grid members from 22.2-mm (7/8-in.) perimeter angle,Buckling of grid members (bending),No,"Peak Floor Acceleration, horizontal",g,0.76,'','',,2.0,Consequential,''
exp1697a,SOR-2018-FRA,3.0,'',NIST,C3032.A,Grid/tiled - Perimeter-fixed,Light-weight (<= 2 psf),> 144 ft² and <= 1000 ft²,"Dynamic, uniaxial",'',"Artificially generated ground motions: Two
targeted acceleration spectra were developed. The first target spectrum
was designed at the shake-table level and was developed from
the AC 156 (ICC 2010) parameters, story height ratio (z=h ¼ 0.5),
and design spectral response acceleration at short periods (SDS ¼
2.5 g). The second used algorithms defined by Soroushian et al.
(2011) to design the target spectrum at the second-floor level.",Nevada,ASTM E580/E580M-11b,'',exposed tee systems with heavy-duty main runners,Misalignment of panels,"Buckling of grid members (bending), Unseating of grid members from 22.2-mm (7/8-in.) perimeter angle",No,"Peak Floor Acceleration, horizontal",g,0.83,'','',,3.0,Consequential,''
exp1698a,SOR-2018-FRA,3.0,'',NIST,C3032.A,Grid/tiled - Perimeter-fixed,Light-weight (<= 2 psf),> 144 ft² and <= 1000 ft²,"Dynamic, uniaxial",'',"Artificially generated ground motions: Two
targeted acceleration spectra were developed. The first target spectrum
was designed at the shake-table level and was developed from
the AC 156 (ICC 2010) parameters, story height ratio (z=h ¼ 0.5),
and design spectral response acceleration at short periods (SDS ¼
2.5 g). The second used algorithms defined by Soroushian et al.
(2011) to design the target spectrum at the second-floor level.",Nevada,ASTM E580/E580M-11b,'',exposed tee systems with heavy-duty main runners,Damage to grid latches (bending),"Buckling of grid members (bending), Unseating of grid members from 22.2-mm (7/8-in.) perimeter angle, Misalignment of panels",No,"Peak Floor Acceleration, horizontal",g,1.1,'','',,4.0,Consequential,''
exp1699a,SOR-2018-FRA,4.0,'',NIST,C3032.A,Grid/tiled - Perimeter-fixed,Light-weight (<= 2 psf),> 144 ft² and <= 1000 ft²,"Dynamic, uniaxial",'',"Artificially generated ground motions: Two
targeted acceleration spectra were developed. The first target spectrum
was designed at the shake-table level and was developed from
the AC 156 (ICC 2010) parameters, story height ratio (z=h ¼ 0.5),
and design spectral response acceleration at short periods (SDS ¼
2.5 g). The second used algorithms defined by Soroushian et al.
(2011) to design the target spectrum at the second-floor level.",Nevada,ASTM E580/E580M-11b,'',exposed tee systems with heavy-duty main runners,Unseating of grid members from 22.2-mm (7/8-in.) perimeter angle,'',,"Peak Floor Acceleration, horizontal",g,0.48,'','',,1.0,Inconsequential,''
exp1700a,SOR-2018-FRA,4.0,'',NIST,C3032.A,Grid/tiled - Perimeter-fixed,Light-weight (<= 2 psf),> 144 ft² and <= 1000 ft²,"Dynamic, uniaxial",'',"Artificially generated ground motions: Two
targeted acceleration spectra were developed. The first target spectrum
was designed at the shake-table level and was developed from
the AC 156 (ICC 2010) parameters, story height ratio (z=h ¼ 0.5),
and design spectral response acceleration at short periods (SDS ¼
2.5 g). The second used algorithms defined by Soroushian et al.
(2011) to design the target spectrum at the second-floor level.",Nevada,ASTM E580/E580M-11b,'',exposed tee systems with heavy-duty main runners,Falling of panels,Unseating of grid members from 22.2-mm (7/8-in.) perimeter angle,No,"Peak Floor Acceleration, horizontal",g,1.0,'','',,2.0,Consequential,''
exp1701a,SOR-2018-FRA,4.0,'',NIST,C3032.A,Grid/tiled - Perimeter-fixed,Light-weight (<= 2 psf),> 144 ft² and <= 1000 ft²,"Dynamic, uniaxial",'',"Artificially generated ground motions: Two
targeted acceleration spectra were developed. The first target spectrum
was designed at the shake-table level and was developed from
the AC 156 (ICC 2010) parameters, story height ratio (z=h ¼ 0.5),
and design spectral response acceleration at short periods (SDS ¼
2.5 g). The second used algorithms defined by Soroushian et al.
(2011) to design the target spectrum at the second-floor level.",Nevada,ASTM E580/E580M-11b,'',exposed tee systems with heavy-duty main runners,"Damage to 22.2-mm (7/8-in.) seismic clip, Damage to grid latches (bending)","Unseating of grid members from 22.2-mm (7/8-in.) perimeter angle, Falling of panels",No,"Peak Floor Acceleration, horizontal",g,1.23,'','',,3.0,Consequential,''
exp1702a,SOR-2018-FRA,4.0,'',NIST,C3032.A,Grid/tiled - Perimeter-fixed,Light-weight (<= 2 psf),> 144 ft² and <= 1000 ft²,"Dynamic, uniaxial",'',"Artificially generated ground motions: Two
targeted acceleration spectra were developed. The first target spectrum
was designed at the shake-table level and was developed from
the AC 156 (ICC 2010) parameters, story height ratio (z=h ¼ 0.5),
and design spectral response acceleration at short periods (SDS ¼
2.5 g). The second used algorithms defined by Soroushian et al.
(2011) to design the target spectrum at the second-floor level.",Nevada,ASTM E580/E580M-11b,'',exposed tee systems with heavy-duty main runners,"Misalignment of panels, Damage (tearing) of ceiling tiles due to fire sprinkler piping interaction","Unseating of grid members from 22.2-mm (7/8-in.) perimeter angle, Falling of panels, Damage to 22.2-mm (7/8-in.) seismic clip, Damage to grid latches (bending)",No,"Peak Floor Acceleration, horizontal",g,1.48,'','',,4.0,Consequential,''
